attribute,Before filtering,After filtering,sample
Total Reads (millions),12.668321,11.317711,SRX1761648_UNKNOWN
Total Bases (millions),633.41605,565.88555,SRX1761648_UNKNOWN
Q20 Bases (millions),555.934879,550.985533,SRX1761648_UNKNOWN
Q30 Bases (millions),532.315204,529.54115,SRX1761648_UNKNOWN
Q20 Rate,0.877677,0.97367,SRX1761648_UNKNOWN
Q30 Rate,0.840388,0.935774,SRX1761648_UNKNOWN
Read1 Mean Length,50,50,SRX1761648_UNKNOWN
GC Content,0.364015,0.353647,SRX1761648_UNKNOWN
Total Reads (millions),12.421918,11.016724,SRX1761649_UNKNOWN
Total Bases (millions),621.0959,550.8362,SRX1761649_UNKNOWN
Q20 Bases (millions),541.100431,536.337023,SRX1761649_UNKNOWN
Q30 Bases (millions),518.061719,515.429885,SRX1761649_UNKNOWN
Q20 Rate,0.871203,0.973678,SRX1761649_UNKNOWN
Q30 Rate,0.834109,0.935723,SRX1761649_UNKNOWN
Read1 Mean Length,50,50,SRX1761649_UNKNOWN
GC Content,0.359279,0.348601,SRX1761649_UNKNOWN
Total Reads (millions),9.583923,8.379362,SRX1761650_UNKNOWN
Total Bases (millions),479.19615,418.518842,SRX1761650_UNKNOWN
Q20 Bases (millions),412.336489,406.811494,SRX1761650_UNKNOWN
Q30 Bases (millions),394.875453,391.326609,SRX1761650_UNKNOWN
Q20 Rate,0.860475,0.972027,SRX1761650_UNKNOWN
Q30 Rate,0.824037,0.935027,SRX1761650_UNKNOWN
Read1 Mean Length,50,49,SRX1761650_UNKNOWN
GC Content,0.386762,0.38412,SRX1761650_UNKNOWN
Total Reads (millions),10.224539,8.805055,SRX1761651_UNKNOWN
Total Bases (millions),511.22695,439.880175,SRX1761651_UNKNOWN
Q20 Bases (millions),432.294198,426.547046,SRX1761651_UNKNOWN
Q30 Bases (millions),412.386258,408.893491,SRX1761651_UNKNOWN
Q20 Rate,0.845601,0.969689,SRX1761651_UNKNOWN
Q30 Rate,0.80666,0.929557,SRX1761651_UNKNOWN
Read1 Mean Length,50,49,SRX1761651_UNKNOWN
GC Content,0.390511,0.38631,SRX1761651_UNKNOWN
Total Reads (millions),71.06179,70.601158,SRX1798983_Mock_S_96_DRIP_Seq
Total Bases (millions),3553.0895,3530.0579,SRX1798983_Mock_S_96_DRIP_Seq
Q20 Bases (millions),3369.931946,3366.277892,SRX1798983_Mock_S_96_DRIP_Seq
Q30 Bases (millions),3202.222459,3200.566561,SRX1798983_Mock_S_96_DRIP_Seq
Q20 Rate,0.948451,0.953604,SRX1798983_Mock_S_96_DRIP_Seq
Q30 Rate,0.90125,0.906661,SRX1798983_Mock_S_96_DRIP_Seq
Read1 Mean Length,50,50,SRX1798983_Mock_S_96_DRIP_Seq
GC Content,0.411286,0.410616,SRX1798983_Mock_S_96_DRIP_Seq
Total Reads (millions),21.475734,21.420002,SRX1798985_Mock_RNaseH_S_96_DRIP_Seq
Total Bases (millions),1073.7867,1071.0001,SRX1798985_Mock_RNaseH_S_96_DRIP_Seq
Q20 Bases (millions),1036.690234,1036.105953,SRX1798985_Mock_RNaseH_S_96_DRIP_Seq
Q30 Bases (millions),1000.686051,1000.386822,SRX1798985_Mock_RNaseH_S_96_DRIP_Seq
Q20 Rate,0.965453,0.967419,SRX1798985_Mock_RNaseH_S_96_DRIP_Seq
Q30 Rate,0.931923,0.934068,SRX1798985_Mock_RNaseH_S_96_DRIP_Seq
Read1 Mean Length,50,50,SRX1798985_Mock_RNaseH_S_96_DRIP_Seq
GC Content,0.414356,0.414214,SRX1798985_Mock_RNaseH_S_96_DRIP_Seq
Total Reads (millions),76.433789,76.308825,SRX1798986_2hr_S_96_DRIP_Seq
Total Bases (millions),3821.68945,3815.44125,SRX1798986_2hr_S_96_DRIP_Seq
Q20 Bases (millions),3725.379121,3723.942322,SRX1798986_2hr_S_96_DRIP_Seq
Q30 Bases (millions),3601.400478,3600.62096,SRX1798986_2hr_S_96_DRIP_Seq
Q20 Rate,0.974799,0.976019,SRX1798986_2hr_S_96_DRIP_Seq
Q30 Rate,0.942358,0.943697,SRX1798986_2hr_S_96_DRIP_Seq
Read1 Mean Length,50,50,SRX1798986_2hr_S_96_DRIP_Seq
GC Content,0.425577,0.425463,SRX1798986_2hr_S_96_DRIP_Seq
Total Reads (millions),70.230051,69.773799,SRX1798988_24hr_S_96_DRIP_Seq
Total Bases (millions),3511.50255,3488.68995,SRX1798988_24hr_S_96_DRIP_Seq
Q20 Bases (millions),3303.80178,3299.726352,SRX1798988_24hr_S_96_DRIP_Seq
Q30 Bases (millions),3123.666393,3121.804104,SRX1798988_24hr_S_96_DRIP_Seq
Q20 Rate,0.940851,0.945835,SRX1798988_24hr_S_96_DRIP_Seq
Q30 Rate,0.889553,0.894836,SRX1798988_24hr_S_96_DRIP_Seq
Read1 Mean Length,50,50,SRX1798988_24hr_S_96_DRIP_Seq
GC Content,0.424553,0.423866,SRX1798988_24hr_S_96_DRIP_Seq
Total Reads (millions),25.817305,25.774473,SRX1798989_24hr_RNAseH_S_96_DRIP_Seq
Total Bases (millions),1290.86525,1288.72365,SRX1798989_24hr_RNAseH_S_96_DRIP_Seq
Q20 Bases (millions),1254.839973,1254.414279,SRX1798989_24hr_RNAseH_S_96_DRIP_Seq
Q30 Bases (millions),1217.505966,1217.292908,SRX1798989_24hr_RNAseH_S_96_DRIP_Seq
Q20 Rate,0.972092,0.973377,SRX1798989_24hr_RNAseH_S_96_DRIP_Seq
Q30 Rate,0.94317,0.944572,SRX1798989_24hr_RNAseH_S_96_DRIP_Seq
Read1 Mean Length,50,50,SRX1798989_24hr_RNAseH_S_96_DRIP_Seq
GC Content,0.429871,0.42979,SRX1798989_24hr_RNAseH_S_96_DRIP_Seq
Total Reads (millions),49.283364,46.008572,SRX1995063_UNKNOWN
Total Bases (millions),2513.451564,2333.525028,SRX1995063_UNKNOWN
Q20 Bases (millions),2397.889118,2292.321155,SRX1995063_UNKNOWN
Q30 Bases (millions),2329.729854,2257.196868,SRX1995063_UNKNOWN
Q20 Rate,0.954022,0.982343,SRX1995063_UNKNOWN
Q30 Rate,0.926905,0.967291,SRX1995063_UNKNOWN
Read1 Mean Length,51,50,SRX1995063_UNKNOWN
Read2 Mean Length,51,50,SRX1995063_UNKNOWN
GC Content,0.363989,0.362785,SRX1995063_UNKNOWN
Total Reads (millions),44.403668,41.348054,SRX1995065_UNKNOWN
Total Bases (millions),2264.587068,2096.608002,SRX1995065_UNKNOWN
Q20 Bases (millions),2158.894293,2059.418089,SRX1995065_UNKNOWN
Q30 Bases (millions),2096.962615,2027.79029,SRX1995065_UNKNOWN
Q20 Rate,0.953328,0.982262,SRX1995065_UNKNOWN
Q30 Rate,0.92598,0.967177,SRX1995065_UNKNOWN
Read1 Mean Length,51,50,SRX1995065_UNKNOWN
Read2 Mean Length,51,50,SRX1995065_UNKNOWN
GC Content,0.360217,0.358857,SRX1995065_UNKNOWN
Total Reads (millions),13.202501,8.853047,SRX2187019_DRIP_shCtrl_IgG_rep1
Total Bases (millions),655.454678,438.215682,SRX2187019_DRIP_shCtrl_IgG_rep1
Q20 Bases (millions),642.597655,431.463439,SRX2187019_DRIP_shCtrl_IgG_rep1
Q30 Bases (millions),638.166347,428.635359,SRX2187019_DRIP_shCtrl_IgG_rep1
Q20 Rate,0.980385,0.984592,SRX2187019_DRIP_shCtrl_IgG_rep1
Q30 Rate,0.973624,0.978138,SRX2187019_DRIP_shCtrl_IgG_rep1
Read1 Mean Length,49,49,SRX2187019_DRIP_shCtrl_IgG_rep1
GC Content,0.426929,0.402545,SRX2187019_DRIP_shCtrl_IgG_rep1
Total Reads (millions),14.612398,14.531807,SRX2187020_DRIP_shCtrl_IgG_rep2
Total Bases (millions),728.00057,724.300441,SRX2187020_DRIP_shCtrl_IgG_rep2
Q20 Bases (millions),714.685767,713.117711,SRX2187020_DRIP_shCtrl_IgG_rep2
Q30 Bases (millions),710.905262,709.537856,SRX2187020_DRIP_shCtrl_IgG_rep2
Q20 Rate,0.98171,0.984561,SRX2187020_DRIP_shCtrl_IgG_rep2
Q30 Rate,0.976517,0.979618,SRX2187020_DRIP_shCtrl_IgG_rep2
Read1 Mean Length,49,49,SRX2187020_DRIP_shCtrl_IgG_rep2
GC Content,0.470025,0.470955,SRX2187020_DRIP_shCtrl_IgG_rep2
Total Reads (millions),17.897575,17.819907,SRX2187021_DRIP_shSMN_IgG_rep1
Total Bases (millions),889.670983,886.073043,SRX2187021_DRIP_shSMN_IgG_rep1
Q20 Bases (millions),872.06214,870.433124,SRX2187021_DRIP_shSMN_IgG_rep1
Q30 Bases (millions),865.787726,864.346662,SRX2187021_DRIP_shSMN_IgG_rep1
Q20 Rate,0.980207,0.982349,SRX2187021_DRIP_shSMN_IgG_rep1
Q30 Rate,0.973155,0.97548,SRX2187021_DRIP_shSMN_IgG_rep1
Read1 Mean Length,49,49,SRX2187021_DRIP_shSMN_IgG_rep1
GC Content,0.452909,0.45343,SRX2187021_DRIP_shSMN_IgG_rep1
Total Reads (millions),12.231452,12.192053,SRX2187022_DRIP_shSMN_IgG_rep2
Total Bases (millions),606.380558,604.522544,SRX2187022_DRIP_shSMN_IgG_rep2
Q20 Bases (millions),595.984553,595.068212,SRX2187022_DRIP_shSMN_IgG_rep2
Q30 Bases (millions),592.082013,591.25401,SRX2187022_DRIP_shSMN_IgG_rep2
Q20 Rate,0.982856,0.984361,SRX2187022_DRIP_shSMN_IgG_rep2
Q30 Rate,0.97642,0.978051,SRX2187022_DRIP_shSMN_IgG_rep2
Read1 Mean Length,49,49,SRX2187022_DRIP_shSMN_IgG_rep2
GC Content,0.417928,0.418105,SRX2187022_DRIP_shSMN_IgG_rep2
Total Reads (millions),15.291013,15.223543,SRX2187023_DRIP_shCtrl_S96_rep1
Total Bases (millions),757.164199,753.901491,SRX2187023_DRIP_shCtrl_S96_rep1
Q20 Bases (millions),742.601664,740.916872,SRX2187023_DRIP_shCtrl_S96_rep1
Q30 Bases (millions),737.11941,735.606456,SRX2187023_DRIP_shCtrl_S96_rep1
Q20 Rate,0.98076700000000006,0.982777,SRX2187023_DRIP_shCtrl_S96_rep1
Q30 Rate,0.973526,0.975733,SRX2187023_DRIP_shCtrl_S96_rep1
Read1 Mean Length,49,49,SRX2187023_DRIP_shCtrl_S96_rep1
GC Content,0.425587,0.42567,SRX2187023_DRIP_shCtrl_S96_rep1
Total Reads (millions),12.893624,12.849145,SRX2187024_DRIP_shCtrl_S96_rep2
Total Bases (millions),638.438085,636.298211,SRX2187024_DRIP_shCtrl_S96_rep2
Q20 Bases (millions),627.375695,626.261731,SRX2187024_DRIP_shCtrl_S96_rep2
Q30 Bases (millions),623.103573,622.092682,SRX2187024_DRIP_shCtrl_S96_rep2
Q20 Rate,0.982673,0.984227,SRX2187024_DRIP_shCtrl_S96_rep2
Q30 Rate,0.975981,0.977675,SRX2187024_DRIP_shCtrl_S96_rep2
Read1 Mean Length,49,49,SRX2187024_DRIP_shCtrl_S96_rep2
GC Content,0.414961,0.414965,SRX2187024_DRIP_shCtrl_S96_rep2
Total Reads (millions),14.120698,14.05489,SRX2187025_DRIP_shSMN_S96_rep1
Total Bases (millions),699.331845,696.15026,SRX2187025_DRIP_shSMN_S96_rep1
Q20 Bases (millions),685.577561,683.94864,SRX2187025_DRIP_shSMN_S96_rep1
Q30 Bases (millions),680.539465,679.082095,SRX2187025_DRIP_shSMN_S96_rep1
Q20 Rate,0.980332,0.982473,SRX2187025_DRIP_shSMN_S96_rep1
Q30 Rate,0.973128,0.975482,SRX2187025_DRIP_shSMN_S96_rep1
Read1 Mean Length,49,49,SRX2187025_DRIP_shSMN_S96_rep1
GC Content,0.449443,0.449648,SRX2187025_DRIP_shSMN_S96_rep1
Total Reads (millions),13.27874,13.224346,SRX2187026_DRIP_shSMN_S96_rep2
Total Bases (millions),657.642165,655.010486,SRX2187026_DRIP_shSMN_S96_rep2
Q20 Bases (millions),644.886047,643.510802,SRX2187026_DRIP_shSMN_S96_rep2
Q30 Bases (millions),640.136394,638.892389,SRX2187026_DRIP_shSMN_S96_rep2
Q20 Rate,0.980603,0.982444,SRX2187026_DRIP_shSMN_S96_rep2
Q30 Rate,0.973381,0.975393,SRX2187026_DRIP_shSMN_S96_rep2
Read1 Mean Length,49,49,SRX2187026_DRIP_shSMN_S96_rep2
GC Content,0.446223,0.446289,SRX2187026_DRIP_shSMN_S96_rep2
Total Reads (millions),25.006697,24.841667,SRX2455189_UNKNOWN
Total Bases (millions),1250.33485,1242.08335,SRX2455189_UNKNOWN
Q20 Bases (millions),1224.463376,1220.393377,SRX2455189_UNKNOWN
Q30 Bases (millions),1175.819307,1172.211742,SRX2455189_UNKNOWN
Q20 Rate,0.979308,0.982537,SRX2455189_UNKNOWN
Q30 Rate,0.940404,0.943746,SRX2455189_UNKNOWN
Read1 Mean Length,50,50,SRX2455189_UNKNOWN
GC Content,0.401235,0.401134,SRX2455189_UNKNOWN
Total Reads (millions),14.759236,13.383714,SRX2455191_UNKNOWN
Total Bases (millions),2213.8854,1947.237322,SRX2455191_UNKNOWN
Q20 Bases (millions),2016.749468,1834.404072,SRX2455191_UNKNOWN
Q30 Bases (millions),1817.719928,1685.857275,SRX2455191_UNKNOWN
Q20 Rate,0.910955,0.942055,SRX2455191_UNKNOWN
Q30 Rate,0.821054,0.865769,SRX2455191_UNKNOWN
Read1 Mean Length,150,145,SRX2455191_UNKNOWN
Read2 Mean Length,150,145,SRX2455191_UNKNOWN
GC Content,0.456737,0.456685,SRX2455191_UNKNOWN
Total Reads (millions),28.498169,28.290178,SRX2455192_UNKNOWN
Total Bases (millions),1424.90845,1414.5089,SRX2455192_UNKNOWN
Q20 Bases (millions),1394.508794,1389.353667,SRX2455192_UNKNOWN
Q30 Bases (millions),1338.594107,1334.000522,SRX2455192_UNKNOWN
Q20 Rate,0.978666,0.982216,SRX2455192_UNKNOWN
Q30 Rate,0.939425,0.943084,SRX2455192_UNKNOWN
Read1 Mean Length,50,50,SRX2455192_UNKNOWN
GC Content,0.401099,0.401098,SRX2455192_UNKNOWN
Total Reads (millions),40.552542,40.361788,SRX2455195_UNKNOWN
Total Bases (millions),2027.6271,2018.0894,SRX2455195_UNKNOWN
Q20 Bases (millions),1987.647622,1982.885723,SRX2455195_UNKNOWN
Q30 Bases (millions),1906.504028,1902.366793,SRX2455195_UNKNOWN
Q20 Rate,0.980283,0.982556,SRX2455195_UNKNOWN
Q30 Rate,0.940264,0.942657,SRX2455195_UNKNOWN
Read1 Mean Length,50,50,SRX2455195_UNKNOWN
GC Content,0.404715,0.404511,SRX2455195_UNKNOWN
Total Reads (millions),66.016262,64.85872,SRX2481503_S96_DRIP_Seq_1
Total Bases (millions),5017.235912,4919.607774,SRX2481503_S96_DRIP_Seq_1
Q20 Bases (millions),4876.6406,4806.034352,SRX2481503_S96_DRIP_Seq_1
Q30 Bases (millions),4658.842048,4606.860319,SRX2481503_S96_DRIP_Seq_1
Q20 Rate,0.971978,0.976914,SRX2481503_S96_DRIP_Seq_1
Q30 Rate,0.928567,0.936428,SRX2481503_S96_DRIP_Seq_1
Read1 Mean Length,76,75,SRX2481503_S96_DRIP_Seq_1
Read2 Mean Length,76,75,SRX2481503_S96_DRIP_Seq_1
GC Content,0.417675,0.417277,SRX2481503_S96_DRIP_Seq_1
Total Reads (millions),27.457822,27.457815,SRX255721_NT2_DRIP-seq_1
Total Bases (millions),1163.891633,1163.891378,SRX255721_NT2_DRIP-seq_1
Q20 Bases (millions),1144.373794,1144.373679,SRX255721_NT2_DRIP-seq_1
Q30 Bases (millions),1096.112085,1096.112008,SRX255721_NT2_DRIP-seq_1
Q20 Rate,0.983231,0.983231,SRX255721_NT2_DRIP-seq_1
Q30 Rate,0.941765,0.941765,SRX255721_NT2_DRIP-seq_1
Read1 Mean Length,42,42,SRX255721_NT2_DRIP-seq_1
GC Content,0.430841,0.430841,SRX255721_NT2_DRIP-seq_1
Total Reads (millions),28.508155,28.508149,SRX255723_NT2_DRIP-seq_2_rep_1
Total Bases (millions),1206.825129,1206.824929,SRX255723_NT2_DRIP-seq_2_rep_1
Q20 Bases (millions),1183.603303,1183.603207,SRX255723_NT2_DRIP-seq_2_rep_1
Q30 Bases (millions),1128.722539,1128.72247,SRX255723_NT2_DRIP-seq_2_rep_1
Q20 Rate,0.980758,0.980758,SRX255723_NT2_DRIP-seq_2_rep_1
Q30 Rate,0.935283,0.935283,SRX255723_NT2_DRIP-seq_2_rep_1
Read1 Mean Length,42,42,SRX255723_NT2_DRIP-seq_2_rep_1
GC Content,0.436331,0.436331,SRX255723_NT2_DRIP-seq_2_rep_1
Total Reads (millions),24.960361,24.96036,SRX255724_NT2_DRIP-seq_2_rep_2
Total Bases (millions),1059.119793,1059.119754,SRX255724_NT2_DRIP-seq_2_rep_2
Q20 Bases (millions),1039.810506,1039.810486,SRX255724_NT2_DRIP-seq_2_rep_2
Q30 Bases (millions),993.700764,993.70075,SRX255724_NT2_DRIP-seq_2_rep_2
Q20 Rate,0.981769,0.981769,SRX255724_NT2_DRIP-seq_2_rep_2
Q30 Rate,0.938233,0.938233,SRX255724_NT2_DRIP-seq_2_rep_2
Read1 Mean Length,42,42,SRX255724_NT2_DRIP-seq_2_rep_2
GC Content,0.421978,0.421978,SRX255724_NT2_DRIP-seq_2_rep_2
Total Reads (millions),29.268907,29.240825,SRX2642935_DRIPseq_NC_1_Stromal
Total Bases (millions),1492.714257,1491.282075,SRX2642935_DRIPseq_NC_1_Stromal
Q20 Bases (millions),1471.531966,1470.847636,SRX2642935_DRIPseq_NC_1_Stromal
Q30 Bases (millions),1426.662865,1426.095164,SRX2642935_DRIPseq_NC_1_Stromal
Q20 Rate,0.98581,0.986297,SRX2642935_DRIPseq_NC_1_Stromal
Q30 Rate,0.955751,0.956288,SRX2642935_DRIPseq_NC_1_Stromal
Read1 Mean Length,51,51,SRX2642935_DRIPseq_NC_1_Stromal
GC Content,0.395297,0.395247,SRX2642935_DRIPseq_NC_1_Stromal
Total Reads (millions),37.956073,37.914523,SRX2642936_DRIPseq_NC_1_Basal
Total Bases (millions),1935.759723,1933.640673,SRX2642936_DRIPseq_NC_1_Basal
Q20 Bases (millions),1907.804805,1906.794288,SRX2642936_DRIPseq_NC_1_Basal
Q30 Bases (millions),1849.432183,1848.593515,SRX2642936_DRIPseq_NC_1_Basal
Q20 Rate,0.985559,0.986116,SRX2642936_DRIPseq_NC_1_Basal
Q30 Rate,0.955404,0.956017,SRX2642936_DRIPseq_NC_1_Basal
Read1 Mean Length,51,51,SRX2642936_DRIPseq_NC_1_Basal
GC Content,0.408137,0.408076,SRX2642936_DRIPseq_NC_1_Basal
Total Reads (millions),35.478044,35.436659,SRX2642937_DRIPseq_NC_1_LP
Total Bases (millions),1809.380244,1807.269609,SRX2642937_DRIPseq_NC_1_LP
Q20 Bases (millions),1783.166205,1782.160701,SRX2642937_DRIPseq_NC_1_LP
Q30 Bases (millions),1728.685182,1727.853869,SRX2642937_DRIPseq_NC_1_LP
Q20 Rate,0.985512,0.986107,SRX2642937_DRIPseq_NC_1_LP
Q30 Rate,0.955402,0.956058,SRX2642937_DRIPseq_NC_1_LP
Read1 Mean Length,51,51,SRX2642937_DRIPseq_NC_1_LP
GC Content,0.41172,0.411644,SRX2642937_DRIPseq_NC_1_LP
Total Reads (millions),32.783301,32.746265,SRX2642938_DRIPseq_NC_1_ML
Total Bases (millions),1671.948351,1670.059515,SRX2642938_DRIPseq_NC_1_ML
Q20 Bases (millions),1648.224768,1647.323576,SRX2642938_DRIPseq_NC_1_ML
Q30 Bases (millions),1598.764171,1598.016192,SRX2642938_DRIPseq_NC_1_ML
Q20 Rate,0.985811,0.986386,SRX2642938_DRIPseq_NC_1_ML
Q30 Rate,0.956228,0.956862,SRX2642938_DRIPseq_NC_1_ML
Read1 Mean Length,51,51,SRX2642938_DRIPseq_NC_1_ML
GC Content,0.40964,0.409571,SRX2642938_DRIPseq_NC_1_ML
Total Reads (millions),33.173123,33.130816,SRX2642939_DRIPseq_NC_2_Stromal
Total Bases (millions),1691.829273,1689.671616,SRX2642939_DRIPseq_NC_2_Stromal
Q20 Bases (millions),1668.517396,1667.486746,SRX2642939_DRIPseq_NC_2_Stromal
Q30 Bases (millions),1617.277447,1616.419649,SRX2642939_DRIPseq_NC_2_Stromal
Q20 Rate,0.986221,0.98687,SRX2642939_DRIPseq_NC_2_Stromal
Q30 Rate,0.955934,0.956647,SRX2642939_DRIPseq_NC_2_Stromal
Read1 Mean Length,51,51,SRX2642939_DRIPseq_NC_2_Stromal
GC Content,0.414073,0.413998,SRX2642939_DRIPseq_NC_2_Stromal
Total Reads (millions),34.753787,34.712887,SRX2642940_DRIPseq_NC_2_Basal
Total Bases (millions),1772.443137,1770.357237,SRX2642940_DRIPseq_NC_2_Basal
Q20 Bases (millions),1748.508695,1747.511353,SRX2642940_DRIPseq_NC_2_Basal
Q30 Bases (millions),1695.38395,1694.553812,SRX2642940_DRIPseq_NC_2_Basal
Q20 Rate,0.986496,0.987095,SRX2642940_DRIPseq_NC_2_Basal
Q30 Rate,0.956524,0.957182,SRX2642940_DRIPseq_NC_2_Basal
Read1 Mean Length,51,51,SRX2642940_DRIPseq_NC_2_Basal
GC Content,0.410553,0.410487,SRX2642940_DRIPseq_NC_2_Basal
Total Reads (millions),38.498558,38.44538,SRX2642941_DRIPseq_NC_2_LP
Total Bases (millions),1963.426458,1960.71438,SRX2642941_DRIPseq_NC_2_LP
Q20 Bases (millions),1935.780804,1934.486267,SRX2642941_DRIPseq_NC_2_LP
Q30 Bases (millions),1875.003157,1873.935524,SRX2642941_DRIPseq_NC_2_LP
Q20 Rate,0.98592,0.986623,SRX2642941_DRIPseq_NC_2_LP
Q30 Rate,0.954965,0.955741,SRX2642941_DRIPseq_NC_2_LP
Read1 Mean Length,51,51,SRX2642941_DRIPseq_NC_2_LP
GC Content,0.424244,0.424142,SRX2642941_DRIPseq_NC_2_LP
Total Reads (millions),40.050584,39.994919,SRX2642942_DRIPseq_NC_2_ML
Total Bases (millions),2042.579784,2039.740869,SRX2642942_DRIPseq_NC_2_ML
Q20 Bases (millions),2013.233203,2011.88197,SRX2642942_DRIPseq_NC_2_ML
Q30 Bases (millions),1948.861825,1947.7493,SRX2642942_DRIPseq_NC_2_ML
Q20 Rate,0.985633,0.986342,SRX2642942_DRIPseq_NC_2_ML
Q30 Rate,0.954118,0.9549,SRX2642942_DRIPseq_NC_2_ML
Read1 Mean Length,51,51,SRX2642942_DRIPseq_NC_2_ML
GC Content,0.422519,0.422408,SRX2642942_DRIPseq_NC_2_ML
Total Reads (millions),56.758076,56.754086,SRX2642943_DRIPseq_NC_3_Stromal
Total Bases (millions),2894.661876,2894.458386,SRX2642943_DRIPseq_NC_3_Stromal
Q20 Bases (millions),2874.912681,2874.803502,SRX2642943_DRIPseq_NC_3_Stromal
Q30 Bases (millions),2830.894621,2830.834826,SRX2642943_DRIPseq_NC_3_Stromal
Q20 Rate,0.993177,0.993209,SRX2642943_DRIPseq_NC_3_Stromal
Q30 Rate,0.977971,0.978019,SRX2642943_DRIPseq_NC_3_Stromal
Read1 Mean Length,51,51,SRX2642943_DRIPseq_NC_3_Stromal
GC Content,0.426692,0.42669,SRX2642943_DRIPseq_NC_3_Stromal
Total Reads (millions),69.459706,69.456703,SRX2642944_DRIPseq_NC_3_Basal
Total Bases (millions),3542.445006,3542.291853,SRX2642944_DRIPseq_NC_3_Basal
Q20 Bases (millions),3507.03971,3506.956961,SRX2642944_DRIPseq_NC_3_Basal
Q30 Bases (millions),3425.39888,3425.351673,SRX2642944_DRIPseq_NC_3_Basal
Q20 Rate,0.990005,0.990025,SRX2642944_DRIPseq_NC_3_Basal
Q30 Rate,0.966959,0.966987,SRX2642944_DRIPseq_NC_3_Basal
Read1 Mean Length,51,51,SRX2642944_DRIPseq_NC_3_Basal
GC Content,0.424006,0.424005,SRX2642944_DRIPseq_NC_3_Basal
Total Reads (millions),56.239915,56.236151,SRX2642945_DRIPseq_NC_3_LP
Total Bases (millions),2868.235665,2868.043701,SRX2642945_DRIPseq_NC_3_LP
Q20 Bases (millions),2848.484632,2848.381624,SRX2642945_DRIPseq_NC_3_LP
Q30 Bases (millions),2804.335451,2804.278854,SRX2642945_DRIPseq_NC_3_LP
Q20 Rate,0.993114,0.993144,SRX2642945_DRIPseq_NC_3_LP
Q30 Rate,0.977721,0.977767,SRX2642945_DRIPseq_NC_3_LP
Read1 Mean Length,51,51,SRX2642945_DRIPseq_NC_3_LP
GC Content,0.430279,0.430278,SRX2642945_DRIPseq_NC_3_LP
Total Reads (millions),55.528643,55.525431,SRX2642946_DRIPseq_NC_3_ML
Total Bases (millions),2831.960793,2831.796981,SRX2642946_DRIPseq_NC_3_ML
Q20 Bases (millions),2813.24425,2813.157227,SRX2642946_DRIPseq_NC_3_ML
Q30 Bases (millions),2771.430439,2771.382754,SRX2642946_DRIPseq_NC_3_ML
Q20 Rate,0.993391,0.993418,SRX2642946_DRIPseq_NC_3_ML
Q30 Rate,0.978626,0.978666,SRX2642946_DRIPseq_NC_3_ML
Read1 Mean Length,51,51,SRX2642946_DRIPseq_NC_3_ML
GC Content,0.415816,0.415815,SRX2642946_DRIPseq_NC_3_ML
Total Reads (millions),81.723592,81.71994,SRX2642947_DRIPseq_NC_4_Stromal
Total Bases (millions),4167.903192,4167.71694,SRX2642947_DRIPseq_NC_4_Stromal
Q20 Bases (millions),4126.011209,4125.910522,SRX2642947_DRIPseq_NC_4_Stromal
Q30 Bases (millions),4029.353983,4029.296908,SRX2642947_DRIPseq_NC_4_Stromal
Q20 Rate,0.989949,0.989969,SRX2642947_DRIPseq_NC_4_Stromal
Q30 Rate,0.966758,0.966788,SRX2642947_DRIPseq_NC_4_Stromal
Read1 Mean Length,51,51,SRX2642947_DRIPseq_NC_4_Stromal
GC Content,0.420639,0.420638,SRX2642947_DRIPseq_NC_4_Stromal
Total Reads (millions),60.462583,60.45878,SRX2642948_DRIPseq_NC_4_Basal
Total Bases (millions),3083.591733,3083.39778,SRX2642948_DRIPseq_NC_4_Basal
Q20 Bases (millions),3062.788121,3062.684385,SRX2642948_DRIPseq_NC_4_Basal
Q30 Bases (millions),3016.363687,3016.307152,SRX2642948_DRIPseq_NC_4_Basal
Q20 Rate,0.993253,0.993282,SRX2642948_DRIPseq_NC_4_Basal
Q30 Rate,0.978198,0.978241,SRX2642948_DRIPseq_NC_4_Basal
Read1 Mean Length,51,51,SRX2642948_DRIPseq_NC_4_Basal
GC Content,0.419729,0.419728,SRX2642948_DRIPseq_NC_4_Basal
Total Reads (millions),60.984547,60.980631,SRX2642949_DRIPseq_NC_4_LP
Total Bases (millions),3110.211897,3110.012181,SRX2642949_DRIPseq_NC_4_LP
Q20 Bases (millions),3089.735115,3089.628602,SRX2642949_DRIPseq_NC_4_LP
Q30 Bases (millions),3043.673966,3043.615704,SRX2642949_DRIPseq_NC_4_LP
Q20 Rate,0.993416,0.993446,SRX2642949_DRIPseq_NC_4_LP
Q30 Rate,0.978607,0.978651,SRX2642949_DRIPseq_NC_4_LP
Read1 Mean Length,51,51,SRX2642949_DRIPseq_NC_4_LP
GC Content,0.438273,0.438271,SRX2642949_DRIPseq_NC_4_LP
Total Reads (millions),87.721443,87.717591,SRX2642950_DRIPseq_NC_4_ML
Total Bases (millions),4473.793593,4473.597141,SRX2642950_DRIPseq_NC_4_ML
Q20 Bases (millions),4428.921692,4428.815227,SRX2642950_DRIPseq_NC_4_ML
Q30 Bases (millions),4325.049009,4324.98884,SRX2642950_DRIPseq_NC_4_ML
Q20 Rate,0.98997,0.98999,SRX2642950_DRIPseq_NC_4_ML
Q30 Rate,0.966752,0.966781,SRX2642950_DRIPseq_NC_4_ML
